sample	cluster_joint_r0.3	cluster_joint_r0.5	cluster_joint_r0.8	cluster_joint_r4	tsne_x	tsne_y	modality
UMB5577_3_UMB5577_4_F1_AD010_mch	1	2	2	20	5.990778	-6.6779795	human_frontal_mch
UMB5577_3_UMB5577_4_F1_AD012_mch	5	6	8	38	11.213489	14.603769	human_frontal_mch
UMB5577_3_UMB5577_4_F2_AD001_mch	6	7	7	29	2.1637366	-2.8064945	human_frontal_mch
UMB5577_3_UMB5577_4_F2_AD002_mch	10	11	12	31	6.4109445	-3.3367772	human_frontal_mch
UMB5577_3_UMB5577_4_F2_AD004_mch	5	6	8	22	10.768707	14.005401	human_frontal_mch
UMB5577_3_UMB5577_4_F2_AD006_mch	4	5	4	11	-1.0795335	2.9327588	human_frontal_mch
UMB5577_3_UMB5577_4_F2_AD007_mch	2	3	1	26	12.853316	-2.8445566	human_frontal_mch
UMB5577_3_UMB5577_4_F2_AD008_mch	1	2	2	20	7.3940334	-7.8025193	human_frontal_mch
UMB5577_3_UMB5577_4_F2_AD010_mch	2	3	1	26	14.333589	-2.5452547	human_frontal_mch
UMB5577_3_UMB5577_4_F2_AD012_mch	7	8	9	6	4.407766	4.221021	human_frontal_mch
UMB5577_3_UMB5577_4_F3_AD002_mch	10	11	12	31	5.892529	-2.3473172	human_frontal_mch
UMB5577_3_UMB5577_4_F3_AD004_mch	1	1	3	7	9.357375	-7.6752014	human_frontal_mch
UMB5577_3_UMB5577_4_F3_AD006_mch	2	1	1	27	10.805063	-6.020046	human_frontal_mch
UMB5577_3_UMB5577_4_F3_AD007_mch	3	4	5	8	15.597724	8.627952	human_frontal_mch
UMB5577_3_UMB5577_4_F3_AD008_mch	5	6	8	22	9.633942	13.7214985	human_frontal_mch
UMB5577_3_UMB5577_4_F3_AD010_mch	11	12	6	10	17.054853	2.8093233	human_frontal_mch
UMB5577_3_UMB5577_4_F3_AD012_mch	1	2	2	3	5.142285	-8.201614	human_frontal_mch
UMB5577_3_UMB5577_4_F4_AD001_mch	10	11	12	31	4.0476165	-2.7927213	human_frontal_mch
UMB5577_3_UMB5577_4_F4_AD002_mch	10	11	12	31	5.9058566	-2.3790557	human_frontal_mch
UMB5577_3_UMB5577_4_F4_AD004_mch	10	11	12	31	2.7567546	-2.261876	human_frontal_mch
UMB5577_3_UMB5577_4_F4_AD006_mch	3	4	5	2	15.608026	7.5339622	human_frontal_mch
UMB5577_3_UMB5577_4_F4_AD007_mch	1	1	17	18	10.448814	-9.707517	human_frontal_mch
UMB5577_3_UMB5577_4_F4_AD008_mch	1	2	3	3	7.8585	-7.4167438	human_frontal_mch
UMB5577_3_UMB5577_4_F4_AD010_mch	4	5	4	15	3.9428837	-0.18105412	human_frontal_mch
UMB5577_3_UMB5577_4_F4_AD012_mch	5	6	8	28	7.9129786	14.315023	human_frontal_mch
UMB5577_3_UMB5577_4_F5_AD001_mch	10	11	12	31	4.816395	-3.320862	human_frontal_mch
UMB5577_3_UMB5577_4_F5_AD002_mch	10	11	12	31	3.881256	-2.760994	human_frontal_mch
UMB5577_3_UMB5577_4_F5_AD004_mch	1	2	2	20	7.6724963	-7.7497306	human_frontal_mch
UMB5577_3_UMB5577_4_F5_AD006_mch	4	5	4	11	-0.050678335	2.6683307	human_frontal_mch
UMB5577_3_UMB5577_4_F5_AD007_mch	6	7	7	32	1.1404381	-7.7125635	human_frontal_mch
UMB5577_3_UMB5577_4_F5_AD008_mch	1	2	2	14	6.0848823	-9.821	human_frontal_mch
UMB5577_3_UMB5577_4_F5_AD010_mch	1	2	3	20	7.9577823	-7.4746895	human_frontal_mch
UMB5577_3_UMB5577_4_F5_AD012_mch	3	4	5	8	15.171409	9.553162	human_frontal_mch
UMB5577_3_UMB5577_4_F6_AD001_mch	10	11	12	31	5.972109	-2.4193223	human_frontal_mch
UMB5577_3_UMB5577_4_F6_AD002_mch	10	11	12	31	5.3260093	-3.346398	human_frontal_mch
UMB5577_3_UMB5577_4_F6_AD006_mch	5	6	8	38	11.581655	14.843595	human_frontal_mch
UMB5577_3_UMB5577_4_F6_AD007_mch	5	6	15	34	7.7951484	11.572124	human_frontal_mch
UMB5577_3_UMB5577_4_F6_AD010_mch	1	2	2	12	7.913789	-9.727644	human_frontal_mch
UMB5577_3_UMB5577_4_F6_AD012_mch	1	2	2	12	7.988731	-9.509071	human_frontal_mch
UMB5577_3_UMB5577_4_F7_AD002_mch	10	11	12	31	1.0217296	-2.3748388	human_frontal_mch
UMB5577_3_UMB5577_4_F7_AD004_mch	7	8	9	6	3.3239605	4.069737	human_frontal_mch
UMB5577_3_UMB5577_4_F7_AD006_mch	1	2	2	12	8.900858	-9.61656	human_frontal_mch
UMB5577_3_UMB5577_4_F7_AD007_mch	1	2	12	17	7.73345	-6.228272	human_frontal_mch
UMB5577_3_UMB5577_4_F7_AD008_mch	1	1	3	7	10.968625	-8.12494	human_frontal_mch
UMB5577_3_UMB5577_4_F7_AD012_mch	10	11	14	19	-2.4874706	-2.0428393	human_frontal_mch
UMB5577_3_UMB5577_4_F8_AD001_mch	10	11	12	31	6.124153	-3.2634468	human_frontal_mch
UMB5577_3_UMB5577_4_F8_AD002_mch	10	11	12	31	1.9029562	-2.6822271	human_frontal_mch
UMB5577_3_UMB5577_4_F8_AD004_mch	1	2	2	12	8.639082	-9.461062	human_frontal_mch
UMB5577_3_UMB5577_4_F8_AD007_mch	2	3	6	4	14.689039	0.42674112	human_frontal_mch
UMB5577_3_UMB5577_4_F8_AD008_mch	2	3	1	26	13.875542	-3.021472	human_frontal_mch
UMB5577_3_UMB5577_4_F8_AD010_mch	10	11	14	19	-2.206152	-1.6512128	human_frontal_mch
UMB5577_3_UMB5577_4_F8_AD012_mch	10	11	14	19	-2.5181684	-1.5612949	human_frontal_mch
UMB5577_3_UMB5577_4_F9_AD001_mch	4	5	4	15	2.8285189	-0.9729018	human_frontal_mch
UMB5577_3_UMB5577_4_F9_AD002_mch	10	11	12	31	5.632823	-3.2356157	human_frontal_mch
UMB5577_3_UMB5577_4_F9_AD004_mch	1	2	2	14	7.09806	-9.0592	human_frontal_mch
UMB5577_3_UMB5577_4_F9_AD006_mch	1	2	2	20	7.781938	-6.9372897	human_frontal_mch
UMB5577_3_UMB5577_4_F9_AD007_mch	8	9	10	30	-5.3719487	-5.7254825	human_frontal_mch
UMB5577_3_UMB5577_4_F9_AD008_mch	1	2	3	7	8.808999	-7.265504	human_frontal_mch
UMB5577_3_UMB5577_4_F9_AD010_mch	6	7	7	32	0.868271	-7.442798	human_frontal_mch
UMB5577_3_UMB5577_4_F9_AD012_mch	3	4	13	41	12.675927	10.207949	human_frontal_mch
UMB5577_3_UMB5577_4_G10_AD001_mch	10	11	12	31	3.5539248	-2.4713233	human_frontal_mch
UMB5577_3_UMB5577_4_G10_AD002_mch	10	11	12	31	2.9785755	-1.5817127	human_frontal_mch
UMB5577_3_UMB5577_4_G10_AD004_mch	7	8	9	6	4.7714653	4.8314404	human_frontal_mch
UMB5577_3_UMB5577_4_G10_AD006_mch	1	2	2	12	8.218597	-10.547808	human_frontal_mch
UMB5577_3_UMB5577_4_G10_AD007_mch	2	3	1	26	14.161222	-1.8922511	human_frontal_mch
UMB5577_3_UMB5577_4_G10_AD008_mch	1	2	2	12	8.364962	-10.061921	human_frontal_mch
UMB5577_3_UMB5577_4_G10_AD010_mch	8	9	10	35	-7.0012097	-7.994361	human_frontal_mch
UMB5577_3_UMB5577_4_G10_AD012_mch	2	3	1	26	13.291239	-2.4596562	human_frontal_mch
UMB5577_3_UMB5577_4_G11_AD001_mch	10	11	12	31	4.956238	-3.2368727	human_frontal_mch
UMB5577_3_UMB5577_4_G11_AD002_mch	10	11	12	31	5.8493056	-2.560621	human_frontal_mch
UMB5577_3_UMB5577_4_G11_AD004_mch	7	8	9	13	3.9173057	7.0687327	human_frontal_mch
UMB5577_3_UMB5577_4_G11_AD006_mch	6	7	18	33	-2.1586542	-10.252931	human_frontal_mch
UMB5577_3_UMB5577_4_G11_AD008_mch	1	1	3	25	8.439676	-5.9467735	human_frontal_mch
UMB5577_3_UMB5577_4_G11_AD010_mch	11	12	6	10	15.232921	3.955962	human_frontal_mch
UMB5577_3_UMB5577_4_G11_AD012_mch	1	2	2	3	5.1334224	-7.546484	human_frontal_mch
UMB5577_3_UMB5577_4_G1_AD001_mch	10	11	12	31	5.31025	-3.4583461	human_frontal_mch
UMB5577_3_UMB5577_4_G1_AD004_mch	10	11	14	19	-3.1234858	-1.4425066	human_frontal_mch
UMB5577_3_UMB5577_4_G1_AD006_mch	2	3	1	1	12.995868	-3.3318667	human_frontal_mch
UMB5577_3_UMB5577_4_G1_AD008_mch	3	4	5	2	15.179837	6.8524237	human_frontal_mch
UMB5577_3_UMB5577_4_G1_AD010_mch	7	8	9	13	4.481413	4.987606	human_frontal_mch
UMB5577_3_UMB5577_4_G2_AD001_mch	4	5	4	15	2.9471345	-0.78985983	human_frontal_mch
UMB5577_3_UMB5577_4_G2_AD002_mch	10	11	12	31	3.7434301	-2.6141927	human_frontal_mch
UMB5577_3_UMB5577_4_G2_AD006_mch	6	7	7	29	0.14764585	-9.386286	human_frontal_mch
UMB5577_3_UMB5577_4_G2_AD007_mch	4	5	4	21	0.62484217	0.7042849	human_frontal_mch
UMB5577_3_UMB5577_4_G2_AD008_mch	10	11	14	19	-2.21833	-1.4680988	human_frontal_mch
UMB5577_3_UMB5577_4_G2_AD010_mch	7	8	9	6	5.1558022	4.4663553	human_frontal_mch
UMB5577_3_UMB5577_4_G2_AD012_mch	4	5	4	15	3.8101137	-0.03658142	human_frontal_mch
UMB5577_3_UMB5577_4_G3_AD001_mch	10	11	12	31	4.700037	-2.833808	human_frontal_mch
UMB5577_3_UMB5577_4_G3_AD002_mch	10	11	12	31	2.310025	-2.5577536	human_frontal_mch
UMB5577_3_UMB5577_4_G3_AD004_mch	7	8	9	6	5.0746694	4.4987025	human_frontal_mch
UMB5577_3_UMB5577_4_G3_AD006_mch	1	1	3	7	9.507255	-7.140519	human_frontal_mch
UMB5577_3_UMB5577_4_G3_AD007_mch	15	16	20	36	-15.065732	-7.4320936	human_frontal_mch
UMB5577_3_UMB5577_4_G3_AD008_mch	2	3	1	5	11.354694	-0.8217079	human_frontal_mch
UMB5577_3_UMB5577_4_G3_AD010_mch	2	1	1	1	12.305964	-6.1592565	human_frontal_mch
UMB5577_3_UMB5577_4_G3_AD012_mch	1	2	2	20	6.5864763	-6.8992376	human_frontal_mch
UMB5577_3_UMB5577_4_G4_AD002_mch	10	11	12	31	5.0023174	-3.2699606	human_frontal_mch
UMB5577_3_UMB5577_4_G4_AD004_mch	2	3	1	26	13.68849	-2.6691234	human_frontal_mch
UMB5577_3_UMB5577_4_G4_AD006_mch	11	12	6	10	15.271593	4.5155897	human_frontal_mch
UMB5577_3_UMB5577_4_G4_AD007_mch	1	2	2	14	6.823299	-9.402866	human_frontal_mch
UMB5577_3_UMB5577_4_G4_AD008_mch	6	7	18	33	-3.096905	-9.900838	human_frontal_mch
UMB5577_3_UMB5577_4_G4_AD010_mch	15	16	20	36	-14.147559	-7.204472	human_frontal_mch
UMB5577_3_UMB5577_4_G4_AD012_mch	1	1	3	7	10.318182	-6.552394	human_frontal_mch
UMB5577_3_UMB5577_4_G5_AD001_mch	10	11	12	31	5.9060526	-2.333121	human_frontal_mch
UMB5577_3_UMB5577_4_G5_AD002_mch	10	11	12	31	4.0265937	-2.7676861	human_frontal_mch
UMB5577_3_UMB5577_4_G5_AD004_mch	6	7	18	33	-2.489918	-10.346861	human_frontal_mch
UMB5577_3_UMB5577_4_G5_AD006_mch	2	3	6	4	12.688202	-0.6687294	human_frontal_mch
UMB5577_3_UMB5577_4_G5_AD007_mch	6	7	7	23	-0.9634173	-7.0747895	human_frontal_mch
UMB5577_3_UMB5577_4_G5_AD008_mch	2	1	3	7	10.646101	-6.695284	human_frontal_mch
UMB5577_3_UMB5577_4_G5_AD010_mch	4	5	4	11	-0.6627415	1.981163	human_frontal_mch
UMB5577_3_UMB5577_4_G5_AD012_mch	8	9	10	40	-4.5754123	-4.8740153	human_frontal_mch
UMB5577_3_UMB5577_4_G6_AD001_mch	10	11	12	31	6.0586967	-2.4910748	human_frontal_mch
UMB5577_3_UMB5577_4_G6_AD002_mch	10	11	12	31	4.728243	-3.162624	human_frontal_mch
UMB5577_3_UMB5577_4_G6_AD004_mch	1	1	17	18	11.314592	-9.557779	human_frontal_mch
UMB5577_3_UMB5577_4_G6_AD006_mch	7	8	9	6	5.3540077	4.567977	human_frontal_mch
UMB5577_3_UMB5577_4_G6_AD007_mch	4	5	4	15	3.7491798	-0.10399532	human_frontal_mch
UMB5577_3_UMB5577_4_G6_AD008_mch	3	4	5	2	14.735541	7.608321	human_frontal_mch
UMB5577_3_UMB5577_4_G6_AD010_mch	1	2	2	12	9.388716	-10.34165	human_frontal_mch
UMB5577_3_UMB5577_4_G6_AD012_mch	6	7	7	29	-1.3054962	-10.772215	human_frontal_mch
UMB5577_3_UMB5577_4_G7_AD001_mch	10	11	12	31	3.5373814	-2.4572287	human_frontal_mch
UMB5577_3_UMB5577_4_G7_AD002_mch	10	11	4	15	1.9064229	-1.9647905	human_frontal_mch
UMB5577_3_UMB5577_4_G7_AD004_mch	5	6	8	38	11.140104	14.690335	human_frontal_mch
UMB5577_3_UMB5577_4_G7_AD006_mch	8	9	10	37	-3.9094398	-9.342747	human_frontal_mch
UMB5577_3_UMB5577_4_G7_AD007_mch	9	10	11	9	1.1002982	6.6647234	human_frontal_mch
UMB5577_3_UMB5577_4_G7_AD008_mch	15	16	20	36	-14.574239	-7.627686	human_frontal_mch
UMB5577_3_UMB5577_4_G7_AD010_mch	1	2	2	12	8.975861	-9.344749	human_frontal_mch
UMB5577_3_UMB5577_4_G7_AD012_mch	2	1	3	24	10.838353	-5.831105	human_frontal_mch
UMB5577_3_UMB5577_4_G8_AD001_mch	10	11	12	31	6.144793	-3.3144848	human_frontal_mch
UMB5577_3_UMB5577_4_G8_AD004_mch	15	16	20	36	-13.983203	-7.0491123	human_frontal_mch
UMB5577_3_UMB5577_4_G8_AD006_mch	6	7	7	23	-0.32638156	-5.348141	human_frontal_mch
UMB5577_3_UMB5577_4_G8_AD007_mch	4	5	4	21	1.4279684	1.5130594	human_frontal_mch
UMB5577_3_UMB5577_4_G8_AD008_mch	1	2	2	14	6.30826	-9.779128	human_frontal_mch
UMB5577_3_UMB5577_4_G8_AD010_mch	4	5	4	11	-0.5199422	2.7791705	human_frontal_mch
UMB5577_3_UMB5577_4_G8_AD012_mch	1	2	2	25	7.9769425	-8.229229	human_frontal_mch
UMB5577_3_UMB5577_4_G9_AD001_mch	4	5	4	15	2.6497085	-1.1968417	human_frontal_mch
UMB5577_3_UMB5577_4_G9_AD002_mch	10	11	12	31	3.5234585	-2.454536	human_frontal_mch
UMB5577_3_UMB5577_4_G9_AD004_mch	2	1	1	27	10.575195	-3.9522028	human_frontal_mch
UMB5577_3_UMB5577_4_G9_AD006_mch	6	7	7	29	-0.8113595	-9.176011	human_frontal_mch
UMB5577_3_UMB5577_4_G9_AD007_mch	8	9	10	37	-4.340867	-9.261833	human_frontal_mch
UMB5577_3_UMB5577_4_G9_AD008_mch	2	3	1	5	12.373848	-2.1152868	human_frontal_mch
UMB5577_3_UMB5577_4_G9_AD012_mch	1	1	3	25	8.9708605	-5.7834244	human_frontal_mch
UMB5577_3_UMB5577_4_H10_AD001_mch	10	11	12	31	1.3030173	-2.365167	human_frontal_mch
UMB5577_3_UMB5577_4_H10_AD004_mch	2	3	1	5	11.109899	-1.9344838	human_frontal_mch
UMB5577_3_UMB5577_4_H10_AD006_mch	4	5	4	15	3.4725387	0.4891243	human_frontal_mch
UMB5577_3_UMB5577_4_H10_AD007_mch	4	5	4	11	-1.0541652	2.9542596	human_frontal_mch
UMB5577_3_UMB5577_4_H10_AD008_mch	1	1	3	25	9.500216	-5.384321	human_frontal_mch
UMB5577_3_UMB5577_4_H10_AD010_mch	2	12	6	4	14.315177	1.357174	human_frontal_mch
UMB5577_3_UMB5577_4_H10_AD012_mch	1	2	2	14	5.831066	-8.90961	human_frontal_mch
UMB5577_3_UMB5577_4_H11_AD001_mch	5	6	15	46	6.2567143	-2.7303002	human_frontal_mch
UMB5577_3_UMB5577_4_H11_AD002_mch	10	11	12	31	4.1921077	-2.82975	human_frontal_mch
UMB5577_3_UMB5577_4_H11_AD004_mch	8	9	10	35	-8.281822	-8.51121	human_frontal_mch
UMB5577_3_UMB5577_4_H11_AD006_mch	5	6	8	38	12.158679	15.218265	human_frontal_mch
UMB5577_3_UMB5577_4_H11_AD007_mch	1	2	2	25	8.314486	-6.431274	human_frontal_mch
UMB5577_3_UMB5577_4_H11_AD008_mch	14	15	16	44	-16.65816	3.2523441	human_frontal_mch
UMB5577_3_UMB5577_4_H11_AD010_mch	6	7	7	29	-0.32183707	-10.003251	human_frontal_mch
UMB5577_3_UMB5577_4_H11_AD012_mch	2	3	1	1	11.060049	-3.738985	human_frontal_mch
UMB5577_3_UMB5577_4_H1_AD002_mch	10	11	12	31	5.984339	-2.3296463	human_frontal_mch
UMB5577_3_UMB5577_4_H1_AD004_mch	10	11	14	19	-2.012444	-2.308458	human_frontal_mch
UMB5577_3_UMB5577_4_H1_AD006_mch	1	2	2	12	9.429191	-10.144673	human_frontal_mch
UMB5577_3_UMB5577_4_H1_AD007_mch	7	8	9	13	4.673692	5.522822	human_frontal_mch
UMB5577_3_UMB5577_4_H1_AD008_mch	1	2	2	14	6.795008	-10.019907	human_frontal_mch
UMB5577_3_UMB5577_4_H1_AD010_mch	9	10	11	9	-0.79801446	5.401581	human_frontal_mch
UMB5577_3_UMB5577_4_H1_AD012_mch	10	11	14	19	-1.7352833	-2.4675202	human_frontal_mch
UMB5577_3_UMB5577_4_H2_AD001_mch	10	11	14	19	0.47492477	-2.4023166	human_frontal_mch
UMB5577_3_UMB5577_4_H2_AD004_mch	8	9	10	37	-4.660892	-8.30984	human_frontal_mch
UMB5577_3_UMB5577_4_H2_AD007_mch	1	2	2	14	6.4325924	-9.745779	human_frontal_mch
UMB5577_3_UMB5577_4_H2_AD008_mch	5	6	15	34	7.8236136	11.747735	human_frontal_mch
UMB5577_3_UMB5577_4_H2_AD010_mch	1	2	2	20	7.747073	-7.844936	human_frontal_mch
UMB5577_3_UMB5577_4_H2_AD012_mch	7	8	9	13	3.670079	7.234052	human_frontal_mch
UMB5577_3_UMB5577_4_H3_AD001_mch	4	5	4	15	3.0942779	-0.43471122	human_frontal_mch
UMB5577_3_UMB5577_4_H3_AD002_mch	4	5	4	11	-0.070111595	3.538999	human_frontal_mch
UMB5577_3_UMB5577_4_H3_AD004_mch	10	11	14	19	-1.4543074	-2.4484634	human_frontal_mch
UMB5577_3_UMB5577_4_H3_AD007_mch	8	9	10	40	-4.589421	-4.2761307	human_frontal_mch
UMB5577_3_UMB5577_4_H3_AD008_mch	2	1	1	1	12.065011	-6.170557	human_frontal_mch
UMB5577_3_UMB5577_4_H3_AD010_mch	1	2	2	20	5.97153	-7.2952895	human_frontal_mch
UMB5577_3_UMB5577_4_H3_AD012_mch	1	2	2	14	7.1154056	-10.12274	human_frontal_mch
UMB5577_3_UMB5577_4_H4_AD001_mch	10	11	12	31	4.7119923	-3.1894202	human_frontal_mch
UMB5577_3_UMB5577_4_H4_AD002_mch	4	5	4	15	2.991616	-0.7377799	human_frontal_mch
UMB5577_3_UMB5577_4_H4_AD004_mch	1	1	3	7	10.112445	-7.0721483	human_frontal_mch
UMB5577_3_UMB5577_4_H4_AD006_mch	7	8	9	13	3.9722679	7.5343523	human_frontal_mch
UMB5577_3_UMB5577_4_H4_AD007_mch	1	1	3	18	11.719947	-9.231035	human_frontal_mch
UMB5577_3_UMB5577_4_H4_AD008_mch	9	10	11	39	-1.9942828	3.99587	human_frontal_mch
UMB5577_3_UMB5577_4_H4_AD010_mch	14	15	16	44	-16.763056	3.305369	human_frontal_mch
UMB5577_3_UMB5577_4_H4_AD012_mch	1	1	3	7	10.365094	-7.4626794	human_frontal_mch
UMB5577_3_UMB5577_4_H5_AD004_mch	7	8	9	6	5.372696	4.4589424	human_frontal_mch
UMB5577_3_UMB5577_4_H5_AD007_mch	1	2	2	14	6.870113	-9.036777	human_frontal_mch
UMB5577_3_UMB5577_4_H5_AD008_mch	10	11	14	19	-2.017874	-2.0298727	human_frontal_mch
UMB5577_3_UMB5577_4_H5_AD010_mch	6	7	18	33	-2.8870442	-8.924943	human_frontal_mch
UMB5577_3_UMB5577_4_H5_AD012_mch	4	5	4	15	3.7215483	0.48387071	human_frontal_mch
UMB5577_3_UMB5577_4_H6_AD001_mch	4	5	4	15	3.0649464	-1.2595396	human_frontal_mch
UMB5577_3_UMB5577_4_H6_AD004_mch	1	1	17	18	11.735131	-10.121337	human_frontal_mch
UMB5577_3_UMB5577_4_H6_AD006_mch	1	2	2	14	7.224522	-9.6435	human_frontal_mch
UMB5577_3_UMB5577_4_H6_AD008_mch	1	2	2	14	6.4458933	-8.034707	human_frontal_mch
UMB5577_3_UMB5577_4_H6_AD010_mch	1	1	17	18	10.895137	-10.589085	human_frontal_mch
UMB5577_3_UMB5577_4_H6_AD012_mch	3	4	5	2	15.579267	8.485534	human_frontal_mch
UMB5577_3_UMB5577_4_H7_AD001_mch	10	11	14	19	0.5096605	-2.3846285	human_frontal_mch
UMB5577_3_UMB5577_4_H7_AD002_mch	10	11	12	31	5.998837	-3.6031907	human_frontal_mch
UMB5577_3_UMB5577_4_H7_AD004_mch	1	2	3	20	7.659817	-7.120192	human_frontal_mch
UMB5577_3_UMB5577_4_H7_AD006_mch	2	1	1	1	12.433221	-6.4068837	human_frontal_mch
UMB5577_3_UMB5577_4_H7_AD008_mch	16	17	21	43	7.772918	0.19857435	human_frontal_mch
UMB5577_3_UMB5577_4_H7_AD010_mch	9	10	11	9	-0.00774451	7.3992734	human_frontal_mch
UMB5577_3_UMB5577_4_H7_AD012_mch	1	2	2	14	6.6661644	-9.888628	human_frontal_mch
UMB5577_3_UMB5577_4_H8_AD002_mch	10	11	12	31	4.0384083	-2.8003085	human_frontal_mch
UMB5577_3_UMB5577_4_H8_AD004_mch	3	4	5	2	14.99614	7.2178173	human_frontal_mch
UMB5577_3_UMB5577_4_H8_AD006_mch	1	1	3	25	10.1419115	-4.0003896	human_frontal_mch
UMB5577_3_UMB5577_4_H8_AD008_mch	5	6	15	34	7.78749	10.97804	human_frontal_mch
UMB5577_3_UMB5577_4_H8_AD010_mch	1	2	2	12	9.08209	-10.322599	human_frontal_mch
UMB5577_3_UMB5577_4_H8_AD012_mch	1	2	3	7	8.448948	-7.1673207	human_frontal_mch
UMB5577_3_UMB5577_4_H9_AD004_mch	2	1	1	27	11.15254	-6.256595	human_frontal_mch
UMB5577_3_UMB5577_4_H9_AD006_mch	1	1	12	17	8.048864	-4.8930545	human_frontal_mch
UMB5577_3_UMB5577_4_H9_AD007_mch	1	1	3	7	9.762585	-7.3520927	human_frontal_mch
UMB5577_3_UMB5577_4_H9_AD008_mch	4	5	4	15	3.7400372	0.36743137	human_frontal_mch
UMB5577_3_UMB5577_4_H9_AD010_mch	5	6	8	28	7.104686	14.348844	human_frontal_mch
UMB5577_3_UMB5577_4_H9_AD012_mch	4	5	4	15	3.5243952	1.7587137	human_frontal_mch
UMB5577_5_UMB5577_6_A10_AD001_mch	3	4	5	8	15.102149	9.581314	human_frontal_mch
UMB5577_5_UMB5577_6_A10_AD002_mch	1	1	3	18	11.917294	-8.553362	human_frontal_mch
UMB5577_5_UMB5577_6_A10_AD004_mch	2	3	1	1	11.447495	-3.5453653	human_frontal_mch
UMB5577_5_UMB5577_6_A10_AD006_mch	2	3	1	5	11.362281	-1.5046228	human_frontal_mch
UMB5577_5_UMB5577_6_A10_AD007_mch	2	3	6	4	13.270839	0.002267484	human_frontal_mch
UMB5577_5_UMB5577_6_A10_AD008_mch	1	1	3	7	10.496641	-8.034177	human_frontal_mch
UMB5577_5_UMB5577_6_A10_AD010_mch	1	2	2	20	6.472521	-8.035596	human_frontal_mch
UMB5577_5_UMB5577_6_A10_AD012_mch	5	6	8	22	10.242316	13.32733	human_frontal_mch
UMB5577_5_UMB5577_6_A11_AD001_mch	1	2	2	12	9.454773	-10.2293215	human_frontal_mch
UMB5577_5_UMB5577_6_A11_AD002_mch	8	9	10	40	-4.315727	-4.4533577	human_frontal_mch
UMB5577_5_UMB5577_6_A11_AD004_mch	4	5	4	21	1.6819804	1.4950972	human_frontal_mch
UMB5577_5_UMB5577_6_A11_AD006_mch	4	5	4	11	1.9032383	3.0721889	human_frontal_mch
UMB5577_5_UMB5577_6_A11_AD007_mch	8	9	10	35	-6.1078405	-7.927344	human_frontal_mch
UMB5577_5_UMB5577_6_A11_AD008_mch	2	3	6	4	15.09625	0.5557183	human_frontal_mch
UMB5577_5_UMB5577_6_A11_AD010_mch	7	8	9	6	5.0225024	4.847914	human_frontal_mch
UMB5577_5_UMB5577_6_A1_AD001_mch	6	7	18	33	-2.936123	-8.645269	human_frontal_mch
UMB5577_5_UMB5577_6_A1_AD002_mch	7	8	9	6	4.390364	3.755258	human_frontal_mch
UMB5577_5_UMB5577_6_A1_AD004_mch	2	12	6	4	15.101034	0.8450419	human_frontal_mch
UMB5577_5_UMB5577_6_A1_AD007_mch	5	6	8	28	7.382257	14.929197	human_frontal_mch
UMB5577_5_UMB5577_6_A1_AD008_mch	6	7	18	33	-2.9173906	-7.9590735	human_frontal_mch
UMB5577_5_UMB5577_6_A1_AD010_mch	4	5	4	11	-0.59859014	2.574383	human_frontal_mch
UMB5577_5_UMB5577_6_A1_AD012_mch	1	1	17	18	10.253089	-10.21437	human_frontal_mch
UMB5577_5_UMB5577_6_A2_AD001_mch	11	12	6	10	18.422077	4.365942	human_frontal_mch
UMB5577_5_UMB5577_6_A2_AD002_mch	3	4	5	2	15.396404	7.9706373	human_frontal_mch
UMB5577_5_UMB5577_6_A2_AD004_mch	3	4	5	2	16.166351	7.829619	human_frontal_mch
UMB5577_5_UMB5577_6_A2_AD006_mch	4	5	4	11	1.5862428	2.8823917	human_frontal_mch
UMB5577_5_UMB5577_6_A2_AD007_mch	9	10	11	39	-2.8883836	4.3587255	human_frontal_mch
UMB5577_5_UMB5577_6_A2_AD008_mch	1	2	2	12	8.447151	-9.694927	human_frontal_mch
UMB5577_5_UMB5577_6_A2_AD010_mch	9	10	11	9	-1.2388431	4.5908666	human_frontal_mch
UMB5577_5_UMB5577_6_A2_AD012_mch	5	6	8	22	9.360749	14.381057	human_frontal_mch
UMB5577_5_UMB5577_6_A3_AD001_mch	1	2	2	12	8.712805	-9.929528	human_frontal_mch
UMB5577_5_UMB5577_6_A3_AD002_mch	9	10	11	9	-0.100289136	6.448544	human_frontal_mch
UMB5577_5_UMB5577_6_A3_AD004_mch	6	7	7	29	-0.5886068	-9.865851	human_frontal_mch
UMB5577_5_UMB5577_6_A3_AD006_mch	13	14	19	48	-3.1678736	14.927907	human_frontal_mch
UMB5577_5_UMB5577_6_A3_AD007_mch	3	4	5	2	15.112989	7.4569836	human_frontal_mch
UMB5577_5_UMB5577_6_A3_AD008_mch	10	11	14	19	-2.9971235	-1.967396	human_frontal_mch
UMB5577_5_UMB5577_6_A3_AD010_mch	4	5	4	21	1.6561484	1.5507321	human_frontal_mch
UMB5577_5_UMB5577_6_A3_AD012_mch	4	5	4	15	3.1302829	1.7901387	human_frontal_mch
UMB5577_5_UMB5577_6_A4_AD001_mch	7	8	9	6	5.647015	4.750892	human_frontal_mch
UMB5577_5_UMB5577_6_A4_AD002_mch	9	10	11	9	-1.0008163	5.944921	human_frontal_mch
UMB5577_5_UMB5577_6_A4_AD006_mch	6	7	18	33	-2.6708622	-7.8025293	human_frontal_mch
